Date,N-ary_interactions_reports,All_interactions_after_spoke_expansion,All_interaction_reports,Binary_interaction_reports
2019-05-16,29414,772705,480415,451001
2019-05-17,29414,772707,480417,451003
2019-05-20,29415,772722,480431,451016
2019-05-21,29416,772727,480435,451019
2019-05-22,29423,772764,480453,451030
2019-05-23,29424,772769,480457,451033
2019-05-24,29425,772779,480466,451041
2019-05-26,29426,772785,480471,451045
2019-05-27,29427,772802,480487,451060
2019-05-28,29430,772823,480505,451075
2019-05-29,29435,772854,480531,451096
2019-05-30,29442,772903,480568,451126
2019-05-31,29445,772909,480571,451126
2019-06-01,29445,772910,480572,451127
2019-06-03,29451,772933,480588,451137
2019-06-04,29456,773031,480599,451143
2019-06-05,29463,773136,480643,451180
2019-06-06,29469,773199,480653,451184
2019-06-07,29472,773251,480683,451211
2019-06-10,29473,773254,480685,451212
2019-06-11,29475,773268,480697,451222
2019-06-12,29479,773308,480729,451250
2019-06-13,29481,773322,480739,451258
2019-06-14,29484,773349,480762,451278
2019-06-16,29484,773352,480765,451281
2019-06-17,29484,773365,480778,451294
2019-06-18,29486,773382,480787,451301
2019-06-19,29490,773408,480808,451318
2019-06-20,29493,773429,480825,451332
2019-06-21,29493,773478,480874,451381
2019-06-23,29493,773499,480895,451402
2019-06-24,29493,773539,480935,451442
2019-06-25,29494,773555,480950,451456
2019-06-26,29497,773565,480957,451460
2019-06-27,29498,773573,480964,451466
2019-06-28,29520,773631,481000,451480
2019-07-01,29522,773819,481024,451502
2019-07-02,29534,773893,481084,451550
2019-07-03,29537,773935,481090,451553
2019-07-04,29539,773944,481095,451556
2019-07-05,29540,773946,481096,451556
2019-07-06,29540,773950,481100,451560
2019-07-08,29548,774000,481118,451570
2019-07-09,29549,774097,481175,451626
2019-07-10,29550,774101,481178,451628
2019-07-11,33950,832385,486365,452415
2019-07-12,33955,832410,486384,452429
2019-07-13,33957,832429,486387,452430
2019-07-14,33958,832437,486393,452435
2019-07-15,33964,832454,486403,452439
2019-07-16,33968,832475,486415,452447
2019-07-17,33973,832493,486427,452454
2019-07-18,33975,832503,486435,452460
2019-07-19,33976,832511,486442,452466
2019-07-22,33977,832516,486445,452468
2019-07-23,33977,832524,486453,452476
2019-07-24,33981,832566,486476,452495
2019-07-25,33982,832590,486499,452517
2019-07-26,34276,837491,486815,452539
2019-07-27,34278,837501,486823,452545
2019-07-28,34278,837506,486828,452550
2019-07-29,34283,837542,486841,452558
2019-07-30,34284,837556,486854,452570
2019-07-31,34284,837561,486859,452575
2019-08-01,34285,837575,486871,452586
2019-08-02,34293,838001,487265,452972
2019-08-05,34301,838052,487300,452999
2019-08-06,34306,838080,487320,453014
2019-08-07,34308,838120,487358,453050
2019-08-08,34310,838212,487369,453059
2019-08-12,34314,838545,487437,453123
2019-08-13,34324,838620,487458,453134
2019-08-14,34331,838671,487501,453170
2019-08-15,34333,838688,487515,453182
2019-08-16,34334,838701,487527,453193
2019-08-17,34336,838707,487529,453193
2019-08-19,34336,838737,487559,453223
2019-08-20,34341,838769,487582,453241
2019-08-21,34345,838783,487591,453246
2019-08-22,34346,838793,487599,453253
2019-08-23,34346,838798,487604,453258
2019-08-24,34346,838799,487605,453259
2019-08-25,34348,838807,487611,453263
2019-08-27,34348,838811,487615,453267
2019-08-28,34349,838822,487625,453276
2019-08-29,34358,838866,487651,453293
2019-08-30,34359,838877,487660,453301
2019-08-31,34359,838881,487664,453305
2019-09-02,34382,838961,487701,453319
2019-09-03,34386,838994,487728,453342
2019-09-04,34399,839353,487793,453394
2019-09-06,34399,839363,487803,453404
2019-09-09,34399,839368,487808,453409
2019-09-10,34400,839388,487827,453427
2019-09-11,34400,839395,487834,453434
2019-09-12,34401,839415,487853,453452
2019-09-13,34401,839427,487865,453464
2019-09-16,34403,839888,488324,453921
2019-09-17,34403,839898,488334,453931
2019-09-18,34412,839955,488362,453950
2019-09-19,34414,840135,488540,454126
2019-09-20,34435,840244,488582,454147
2019-09-23,34436,840263,488598,454162
2019-09-24,34437,840318,488604,454167
2019-09-25,34438,840346,488631,454193
2019-09-26,34445,840382,488658,454213
2019-09-27,34457,840441,488676,454219
2019-09-28,34457,840446,488681,454224
2019-09-29,34457,840447,488682,454225
2019-09-30,34457,840450,488685,454228
2019-10-01,34457,840457,488692,454235
2019-10-02,34459,840468,488700,454241
2019-10-03,34462,840518,488744,454282
2019-10-04,34465,842668,490886,456421
2019-10-07,34468,842702,490913,456445
2019-10-08,34474,842744,490949,456475
2019-10-09,34479,842785,490976,456497
2019-10-10,34484,842817,491002,456518
2019-10-11,34487,842865,491045,456558
2019-10-12,34487,842866,491046,456559
2019-10-14,34489,842894,491070,456581
2019-10-15,34493,842973,491141,456648
2019-10-16,34495,842998,491158,456663
2019-10-17,34501,843127,491171,456670
2019-10-18,34503,843135,491173,456670
2019-10-19,34504,843138,491174,456670
2019-10-21,34507,843176,491209,456702
2019-10-22,34516,843220,491241,456725
2019-10-23,34523,843306,491259,456736
2019-10-24,34523,843319,491272,456749
2019-10-25,34526,843336,491281,456755
2019-10-26,34526,843337,491282,456756
2019-10-28,34537,843381,491307,456770
2019-10-29,34537,843403,491329,456792
2019-10-30,34540,845936,493859,459319
2019-10-31,34553,845978,493884,459331
2019-11-01,34553,845985,493891,459338
2019-11-02,34553,845990,493896,459343
2019-11-03,34553,845993,493899,459346
2019-11-04,34554,845997,493902,459348
2019-11-05,34555,846003,493905,459350
2019-11-06,34558,846024,493923,459365
2019-11-07,34559,846026,493924,459365
2019-11-08,34559,846037,493935,459376
2019-11-10,34559,846038,493936,459377
2019-11-11,34567,846080,493969,459402
2019-11-12,34571,846107,493991,459420
2019-11-13,34575,846169,494034,459459
2019-11-14,34577,846372,494052,459475
2019-11-15,34583,846407,494066,459483
2019-11-18,34584,846416,494072,459488
2019-11-19,34584,846426,494082,459498
2019-11-20,34605,846480,494105,459500
2019-11-21,34609,846541,494116,459507
2019-11-22,34611,846560,494120,459509
2019-11-25,34611,846581,494141,459530
2019-11-26,34615,846629,494183,459568
2019-11-27,34618,846651,494201,459583
2019-11-28,34621,846770,494317,459696
2019-11-29,34624,847054,494326,459702
2019-12-01,34624,847055,494327,459703
2019-12-02,34633,847096,494357,459724
2019-12-03,34949,852072,494705,459756
2019-12-04,34951,852095,494726,459775
2019-12-05,34956,852780,495406,460450
2019-12-06,34956,852781,495407,460451
2019-12-09,34957,852798,495423,460466
2019-12-10,34959,852827,495438,460479
2019-12-11,34985,853445,495839,460854
2019-12-12,35014,853618,495880,460866
2019-12-13,35026,988366,630597,595571
2019-12-15,35026,1016388,658619,623593
2019-12-16,35028,1016406,658631,623603
2019-12-17,35028,1016414,658639,623611
2019-12-18,35029,1016438,658662,623633
2019-12-19,35030,1016447,658670,623640
2019-12-20,35032,1016456,658677,623645
2019-12-22,35032,1016459,658680,623648
2019-12-23,35032,1016463,658684,623652
2019-12-24,35032,1016465,658686,623654
2019-12-27,35032,1016469,658690,623658
2019-12-28,35032,1016470,658691,623659
2019-12-31,35034,1016491,658709,623675
2020-01-01,35040,1016512,658722,623682
2020-01-02,35047,1016547,658734,623687
2020-01-03,35055,1016571,658750,623695
2020-01-06,35058,1016595,658771,623713
2020-01-07,35064,1016668,658802,623738
2020-01-08,35067,1016688,658819,623752
2020-01-09,35068,1016695,658825,623757
2020-01-10,35070,1017121,659238,624168
2020-01-11,35070,1017123,659240,624170
2020-01-13,35255,1022921,659443,624188
2020-01-14,35265,1022993,659481,624216
2020-01-15,35272,1023030,659511,624239
2020-01-16,35284,1023076,659545,624261
2020-01-17,35284,1023089,659558,624274
2020-01-20,35299,1023150,659604,624305
2020-01-21,35323,1023357,659656,624333
2020-01-22,35353,1023457,659726,624373
2020-01-23,35372,1023516,659766,624394
2020-01-24,35378,1023560,659804,624426
2020-01-27,35502,1024891,659978,624476
2020-01-28,35508,1027522,659997,624489
2020-01-29,35512,1027543,660005,624493
2020-01-30,35513,1027553,660014,624501
2020-01-31,35513,1027558,660019,624506
2020-02-03,35516,1027582,660030,624514
2020-02-04,35516,1027588,660036,624520
2020-02-05,35518,1027592,660038,624520
2020-02-07,35519,1027595,660039,624520
2020-02-10,35522,1027692,660052,624530
2020-02-11,35523,1027709,660068,624545
2020-02-12,35523,1027719,660078,624555
2020-02-13,35526,1027742,660098,624572
2020-02-14,35528,1027760,660114,624586
2020-02-17,35543,1027809,660138,624595
2020-02-18,35543,1027894,660223,624680
2020-02-19,35547,1027911,660234,624687
2020-02-20,35551,1027930,660247,624696
2020-02-21,35552,1028433,660296,624744
2020-02-23,35553,1028846,660300,624747
2020-02-24,35553,1028864,660318,624765
2020-02-25,35562,1028921,660366,624804
2020-02-26,35563,1028933,660377,624814
2020-02-27,35563,1028963,660407,624844
2020-02-28,35565,1028975,660416,624851
2020-03-01,35566,1028977,660417,624851
2020-03-02,35576,1029019,660443,624867
2020-03-03,35580,1029036,660456,624876
2020-03-04,35580,1029039,660459,624879
2020-03-05,35582,1029044,660462,624880
2020-03-06,35582,1029046,660464,624882
2020-03-07,35582,1029056,660474,624892
2020-03-09,35582,1029085,660503,624921
2020-03-10,35582,1029094,660512,624930
2020-03-11,35582,1029133,660551,624969
2020-03-12,35582,1029152,660570,624988
2020-03-13,35582,1029178,660596,625014
2020-03-14,35582,1029180,660598,625016
2020-03-15,35585,1029196,660602,625017
2020-03-16,35585,1029198,660604,625019
2020-03-17,35598,1029564,660647,625049
2020-03-18,35608,1030159,660678,625070
2020-03-19,35608,1030179,660698,625090
2020-03-20,35610,1030305,660775,625165
2020-03-23,35611,1030324,660793,625182
2020-03-24,35612,1030343,660811,625199
2020-03-25,35904,1033993,661321,625417
2020-03-26,35904,1033997,661325,625421
2020-03-27,35906,1034123,661449,625543
2020-03-28,35906,1034124,661450,625544
2020-03-29,35914,1034175,661469,625555
2020-03-30,35915,1034200,661493,625578
2020-03-31,35915,1034203,661496,625581
2020-04-01,35915,1034222,661515,625600
2020-04-02,35919,1034255,661544,625625
2020-04-03,35928,1034288,661568,625640
2020-04-04,35928,1034334,661614,625686
2020-04-05,35928,1034345,661625,625697
2020-04-06,35928,1034360,661640,625712
2020-04-07,35936,1034733,661678,625742
2020-04-08,35950,1034819,661731,625781
2020-04-09,35956,1034876,661768,625812
2020-04-10,35957,1034887,661778,625821
2020-04-11,35957,1034906,661797,625840
2020-04-12,35957,1034908,661799,625842
2020-04-13,35959,1034972,661844,625885
2020-04-14,35983,1042462,668805,632822
2020-04-15,35996,1042521,668845,632849
2020-04-16,36000,1042539,668858,632858
2020-04-17,36002,1042573,668879,632877
2020-04-19,36002,1042574,668880,632878
2020-04-20,36004,1042589,668893,632889
2020-04-21,36006,1044304,668920,632914
2020-04-22,36006,1044324,668940,632934
2020-04-23,36012,1044354,668964,632952
2020-04-24,36014,1044371,668979,632965
2020-04-27,36016,1044408,669012,632996
2020-04-28,36016,1044423,669027,633011
2020-04-29,36016,1044428,669032,633016
2020-04-30,36016,1044432,669036,633020
2020-05-01,36016,1044436,669040,633024
2020-05-03,36016,1044437,669041,633025
2020-05-04,36017,1044446,669049,633032
2020-05-05,36020,1044471,669071,633051
2020-05-06,36020,1044486,669086,633066
2020-05-07,36021,1044502,669101,633080
2020-05-08,36022,1044506,669104,633082
2020-05-09,36022,1044512,669110,633088
2020-05-11,36028,1044546,669134,633106
2020-05-12,36064,1047771,669233,633169
2020-05-13,36075,1047815,669265,633190
2020-05-14,36089,1047867,669291,633202
2020-05-15,36106,1047921,669316,633210
2020-05-18,36116,1047974,669338,633222
2020-05-19,36116,1047976,669340,633224
2020-05-20,36120,1048189,669366,633246
2020-05-21,36123,1048338,669404,633281
2020-05-22,36124,1048365,669429,633305
2020-05-23,36125,1048368,669431,633306
2020-05-25,36128,1048392,669451,633323
2020-05-26,36133,1048437,669470,633337
2020-05-27,36134,1048445,669476,633342
2020-05-28,36141,1048489,669497,633356
2020-05-29,36147,1048625,669514,633367
2020-05-30,36147,1048627,669516,633369
2020-05-31,36147,1048631,669520,633373
2020-06-01,36151,1048651,669536,633385
2020-06-02,36153,1048680,669562,633409
2020-06-03,36159,1049244,669578,633419
2020-06-04,36162,1049328,669588,633426
2020-06-05,36166,1049361,669606,633440
2020-06-06,36168,1049417,669621,633453
2020-06-08,36168,1049429,669633,633465
2020-06-09,36172,1049456,669656,633484
2020-06-10,36179,1049492,669684,633505
2020-06-11,36183,1049529,669716,633533
2020-06-12,36185,1049540,669725,633540
2020-06-13,36185,1049541,669726,633541
2020-06-14,36185,1049543,669728,633543
2020-06-15,36194,1050185,669759,633565
2020-06-16,36195,1050203,669776,633581
2020-06-17,36199,1050233,669799,633600
2020-06-18,36200,1050261,669826,633626
2020-06-19,36205,1050293,669841,633636
2020-06-20,36206,1050334,669846,633640
2020-06-21,36206,1050337,669849,633643
2020-06-22,36207,1050349,669860,633653
2020-06-23,36207,1050359,669870,633663
2020-06-24,36207,1050366,669877,633670
2020-06-25,36242,1052238,669944,633702
2020-06-26,36247,1052267,669966,633719
2020-06-27,36248,1052274,669967,633719
2020-06-28,36249,1052277,669969,633720
2020-06-29,36250,1052306,669997,633747
2020-06-30,36258,1052346,670020,633762
2020-07-01,36277,1052636,670063,633786
2020-07-02,36279,1052655,670078,633799
2020-07-03,36300,1052782,670109,633809
2020-07-04,36301,1052796,670117,633816
2020-07-06,36308,1052855,670149,633841
2020-07-07,36314,1052882,670164,633850
2020-07-08,36330,1052956,670204,633874
2020-07-09,36332,1052970,670215,633883
2020-07-10,36336,1053035,670274,633938
2020-07-12,36336,1053084,670323,633987
2020-07-13,36336,1053169,670408,634072
2020-07-14,36337,1053213,670446,634109
2020-07-15,36337,1053217,670450,634113
2020-07-16,36349,1053260,670481,634132
2020-07-17,36380,1053341,670525,634145
2020-07-18,36380,1053347,670531,634151
2020-07-19,36380,1053351,670535,634155
2020-07-20,36380,1053354,670538,634158
2020-07-21,36380,1053357,670541,634161
2020-07-22,36380,1053368,670552,634172
2020-07-23,36381,1053380,670563,634182
2020-07-24,36386,1053463,670575,634189
2020-07-27,36387,1053468,670579,634192
2020-07-28,36388,1053479,670589,634201
2020-07-29,36388,1053486,670596,634208
2020-07-30,36388,1053495,670605,634217
2020-07-31,36389,1053533,670609,634220
2020-08-01,36391,1053539,670613,634222
2020-08-03,36401,1053722,670643,634242
2020-08-04,36409,1053743,670656,634247
2020-08-05,36451,1054442,670975,634524
2020-08-06,36455,1054460,670988,634533
2020-08-07,36461,1054786,671002,634541
2020-08-08,36461,1054789,671005,634544
2020-08-09,36464,1055209,671008,634544
2020-08-10,36464,1055213,671012,634548
2020-08-11,36466,1055224,671020,634554
2020-08-12,36471,1055247,671038,634567
2020-08-13,36473,1055299,671054,634581
2020-08-14,36474,1055327,671077,634603
2020-08-16,36474,1055329,671079,634605
2020-08-17,36477,1055505,671252,634775
2020-08-18,36478,1055519,671265,634787
2020-08-20,36479,1055527,671272,634793
2020-08-21,36479,1055539,671284,634805
2020-08-24,36488,1055569,671302,634814
2020-08-25,36492,1055837,671313,634821
2020-08-26,36494,1055960,671320,634826
2020-08-27,36494,1055981,671341,634847
2020-08-28,36494,1055993,671353,634859
2020-08-29,36494,1055996,671356,634862
2020-09-01,36494,1056000,671360,634866
2020-09-02,36495,1056016,671375,634880
2020-09-03,36495,1056133,671492,634997
2020-09-04,36495,1056143,671502,635007
2020-09-07,36496,1056148,671506,635010
2020-09-08,36496,1056161,671519,635023
2020-09-09,36502,1056204,671536,635034
2020-09-10,36504,1056275,671547,635043
2020-09-11,36504,1056283,671555,635051
2020-09-14,36507,1056311,671580,635073
2020-09-15,36508,1076274,691509,655001
2020-09-16,36508,1103677,718912,682404
2020-09-17,36508,1103690,718925,682417
2020-09-18,36512,1103720,718945,682433
2020-09-19,36512,1103729,718954,682442
2020-09-20,36512,1103730,718955,682443
2020-09-21,36515,1103906,718969,682454
2020-09-22,36520,1103932,718990,682470
2020-09-23,36521,1103944,719001,682480
2020-09-24,36526,1103979,719029,682503
2020-09-25,36532,1104127,719094,682562
2020-09-27,36532,1104129,719096,682564
2020-09-28,36532,1104171,719138,682606
2020-09-29,36539,1104200,719155,682616
2020-09-30,36542,1104212,719164,682622
2020-10-01,36542,1104221,719173,682631
2020-10-02,36545,1104232,719180,682635
2020-10-03,36545,1104233,719181,682636
2020-10-05,36551,1104259,719201,682650
2020-10-06,36551,1104283,719225,682674
2020-10-07,36555,1104310,719248,682693
2020-10-08,36567,1104423,719285,682718
2020-10-09,36567,1104425,719287,682720
2020-10-11,36567,1104428,719290,682723
2020-10-12,36576,1104596,719308,682732
2020-10-13,36576,1104603,719315,682739
2020-10-14,36579,1104613,719320,682741
2020-10-15,36589,1104652,719340,682751
2020-10-16,36594,1104805,719358,682764
2020-10-17,36596,1104837,719364,682768
2020-10-19,36625,1105355,719411,682786
2020-10-20,36652,1105762,719451,682799
2020-10-21,36695,1107272,719513,682818
2020-10-22,36696,1107276,719516,682820
2020-10-23,36696,1107278,719518,682822
2020-10-26,36697,1107291,719530,682833
2020-10-27,36697,1107301,719540,682843
2020-10-28,36703,1107347,719580,682877
2020-10-29,36724,1107426,719624,682900
2020-10-30,36730,1108359,719707,682977
2020-10-31,36732,1108364,719710,682978
2020-11-01,36732,1108366,719712,682980
2020-11-02,36739,1108388,719725,682986
2020-11-03,36739,1108408,719745,683006
2020-11-04,36739,1108415,719752,683013
2020-11-05,36743,1108509,719770,683027
2020-11-06,36748,1108524,719780,683032
2020-11-09,36759,1108564,719807,683048
2020-11-10,36761,1108589,719830,683069
2020-11-11,36763,1108618,719848,683085
2020-11-12,36766,1108625,719852,683086
2020-11-13,36777,1108722,719870,683093
2020-11-15,36777,1108725,719873,683096
2020-11-16,36781,1108767,719907,683126
2020-11-17,36783,1108870,719918,683135
2020-11-18,36786,1108940,719933,683147
2020-11-19,36797,1109092,719965,683168
2020-11-20,36802,1109170,719991,683189
2020-11-23,36803,1109284,720006,683203
2020-11-24,36809,1109336,720051,683242
2020-11-25,36817,1109791,720072,683255
2020-11-26,36830,1110491,720106,683276
2020-11-27,36830,1112039,721654,684824
2020-11-29,36834,1112237,721658,684824
2020-11-30,36844,1112434,721678,684834
2020-12-01,36863,1112748,721715,684852
2020-12-02,36871,1112780,721736,684865
2020-12-03,36871,1112785,721741,684870
2020-12-04,36872,1112841,721758,684886
2020-12-07,36882,1113075,721796,684914
2020-12-08,36882,1114630,723351,686469
2020-12-09,36883,1114661,723381,686498
2020-12-10,36889,1115057,723401,686512
2020-12-11,36891,1115136,723443,686552
2020-12-14,36891,1115143,723450,686559
2020-12-15,36895,1115165,723465,686570
2020-12-16,36895,1115168,723468,686573
2020-12-17,36899,1115182,723477,686578
2020-12-20,36899,1115185,723480,686581
2020-12-21,36899,1115192,723487,686588
2020-12-22,36901,1115201,723493,686592
2020-12-23,36911,1115421,723534,686623
2020-12-24,36915,1115588,723556,686641
2020-12-25,36918,1115670,723559,686641
2020-12-28,36927,1115833,723578,686651
2020-12-29,36941,1116201,723605,686664
2020-12-30,36951,1116476,723619,686668
2020-12-31,36957,1116511,723647,686690
2021-01-01,36961,1116523,723654,686693
2021-01-04,36961,1116524,723655,686694
2021-01-05,36962,1116650,723659,686697
2021-01-06,36963,1116701,723674,686711
2021-01-07,36964,1116734,723706,686742
2021-01-08,36971,1116789,723737,686766
2021-01-11,36986,1116868,723796,686810
2021-01-12,36988,1116992,723915,686927
2021-01-13,36992,1117004,723923,686931
2021-01-14,36994,1117234,724079,687085
2021-01-15,36999,1117467,724149,687150
2021-01-16,36999,1117469,724151,687152
2021-01-18,37011,1117863,724237,687226
2021-01-19,37016,1117977,724279,687263
2021-01-20,37016,1118058,724360,687344
2021-01-21,37020,1118146,724444,687424
2021-01-22,37062,1118248,724504,687442
2021-01-23,37062,1118251,724507,687445
2021-01-25,37064,1118265,724519,687455
2021-01-26,37064,1118272,724526,687462
2021-01-27,37065,1118351,724563,687498
2021-01-28,37076,1118417,724597,687521
2021-01-29,37082,1118635,724634,687552
2021-01-30,37083,1118642,724639,687556
2021-02-01,37094,1119066,724698,687604
2021-02-02,37105,1119244,724731,687626
2021-02-03,37108,1119270,724738,687630
2021-02-04,37108,1119278,724746,687638
2021-02-05,37114,1119471,724769,687655
2021-02-08,37123,1119506,724785,687662
2021-02-09,37137,1119563,724818,687681
2021-02-10,37163,1119681,724862,687699
2021-02-11,37169,1119710,724885,687716
2021-02-12,37179,1119950,724905,687726
2021-02-13,37179,1119952,724907,687728
2021-02-14,37179,1119953,724908,687729
2021-02-15,37194,1120038,724937,687743
2021-02-16,37198,1120085,724950,687752
2021-02-17,37200,1120110,724972,687772
2021-02-18,37205,1120204,724991,687786
2021-02-19,37209,1120364,725002,687793
2021-02-21,37210,1120367,725003,687793
2021-02-22,37213,1120428,725061,687848
2021-02-23,37213,1122185,726818,689605
2021-02-24,37218,1122221,726840,689622
2021-02-25,37219,1122232,726850,689631
2021-02-26,37219,1136760,741378,704159
2021-03-01,37226,1136807,741410,704184
2021-03-02,37234,1136843,741435,704201
2021-03-03,37235,1136863,741454,704219
2021-03-04,37248,1137021,741474,704226
2021-03-05,37252,1137091,741494,704242
2021-03-08,37260,1137126,741516,704256
2021-03-09,37280,1137191,741551,704271
2021-03-10,37281,1137194,741553,704272
2021-03-11,37284,1137212,741568,704284
2021-03-12,37288,1137357,741588,704300
2021-03-15,37290,1137402,741631,704341
2021-03-16,37291,1137421,741649,704358
2021-03-17,37294,1137430,741655,704361
2021-03-18,37308,1137853,741697,704389
2021-03-19,37328,1138891,741787,704459
2021-03-22,37328,1138893,741789,704461
2021-03-23,37330,1138910,741804,704474
2021-03-24,37333,1138924,741812,704479
2021-03-25,37334,1138971,741857,704523
2021-03-26,37337,1139135,741867,704530
2021-03-29,37337,1139141,741873,704536
2021-03-30,37339,1139159,741889,704550
2021-03-31,37350,1139232,741938,704588
2021-04-01,37353,1139264,741967,704614
2021-04-02,37356,1139273,741973,704617
2021-04-04,37357,1139308,741974,704617
2021-04-05,37357,1139309,741975,704618
2021-04-06,37360,1139321,741982,704622
2021-04-07,37366,1139375,742028,704662
2021-04-08,37376,1139467,742067,704691
2021-04-09,37383,1139587,742092,704709
2021-04-10,37384,1139590,742093,704709
2021-04-12,37386,1139595,742095,704709
2021-04-13,37391,1139609,742103,704712
2021-04-14,37393,1139654,742116,704723
2021-04-15,37395,1140333,742739,705344
2021-04-16,37404,1140594,742761,705357
2021-04-19,37413,1140659,742786,705373
2021-04-20,37431,1140834,742823,705392
2021-04-21,37432,1140844,742832,705400
2021-04-22,37433,1141075,742854,705421
2021-04-23,37440,1141347,742876,705436
2021-04-26,37441,1141366,742885,705444
2021-04-27,37448,1141396,742899,705451
2021-04-28,37461,1142115,742926,705465
2021-04-29,37470,1142137,742938,705468
2021-04-30,37476,1142170,742957,705481
2021-05-01,37478,1142403,742959,705481
2021-05-03,37487,1142436,742983,705496
2021-05-04,37491,1142464,743006,705515
2021-05-05,37493,1142480,743020,705527
2021-05-06,37495,1142505,743043,705548
2021-05-07,37496,1142535,743062,705566
2021-05-09,37496,1142540,743067,705571
2021-05-10,37506,1142565,743078,705572
2021-05-11,37511,1142589,743097,705586
2021-05-12,37515,1142642,743138,705623
2021-05-13,37518,1142693,743153,705635
2021-05-14,37527,1142924,743187,705660
2021-05-18,37533,1142951,743206,705673
2021-05-19,37544,1143037,743223,705679
2021-05-20,37544,1143047,743233,705689
2021-05-21,37559,1143510,743255,705696
2021-05-25,37562,1143682,743276,705714
2021-05-26,37568,1143857,743290,705722
2021-05-27,37570,1143878,743308,705738
2021-05-28,37571,1143908,743335,705764
2021-06-01,37571,1143916,743343,705772
2021-06-02,37590,1144332,743367,705777
2021-06-03,37592,1144426,743384,705792
2021-06-04,37600,1144583,743400,705800
2021-06-06,37602,1144590,743402,705800
2021-06-07,37614,1144643,743427,705813
2021-06-08,37622,1145057,743443,705821
2021-06-09,37626,1145122,743457,705831
2021-06-10,37630,1145367,743466,705836
2021-06-11,37636,1145431,743479,705843
2021-06-14,37636,1145436,743484,705848
2021-06-15,37647,1145551,743521,705874
2021-06-16,37653,1145730,743552,705899
2021-06-17,37665,1145811,743611,705946
2021-06-18,37667,1145865,743661,705994
2021-06-20,37668,1145870,743665,705997
2021-06-21,37670,1145909,743685,706015
2021-06-22,37670,1145912,743688,706018
2021-06-23,37672,1145977,743707,706035
2021-06-24,37687,1146041,743743,706056
2021-06-25,37689,1146083,743748,706059
2021-06-26,37695,1146107,743764,706069
2021-06-27,37695,1146109,743766,706071
2021-06-28,37699,1146134,743785,706086
2021-06-29,37702,1146203,743798,706096
2021-06-30,37702,1146221,743816,706114
2021-07-01,37707,1146280,743844,706137
2021-07-02,37707,1146286,743850,706143
2021-07-03,37708,1146288,743851,706143
2021-07-05,37710,1146305,743866,706156
2021-07-06,37716,1146331,743882,706166
2021-07-07,37721,1146448,743907,706186
2021-07-08,37723,1146459,743914,706191
2021-07-09,37726,1146535,743934,706208
2021-07-10,37731,1146558,743942,706211
2021-07-12,37731,1146567,743951,706220
2021-07-13,37733,1146578,743960,706227
2021-07-14,37745,1146814,743999,706254
2021-07-15,37777,1147402,744058,706281
2021-07-16,37790,1147473,744099,706309
2021-07-19,37797,1147554,744146,706349
2021-07-20,37800,1147588,744168,706368
2021-07-21,37803,1147723,744249,706446
2021-07-22,37809,1148695,744276,706467
2021-07-23,37816,1148822,744290,706474
2021-07-24,37817,1148838,744291,706474
2021-07-26,37825,1150183,744314,706489
2021-07-27,37828,1150467,744350,706522
2021-07-28,37844,1151719,744377,706533
2021-07-29,37855,1151883,744508,706653
2021-07-30,37857,1151948,744563,706706
2021-08-02,37863,1151987,744588,706725
2021-08-03,37863,1151996,744597,706734
2021-08-04,37866,1152027,744619,706753
2021-08-05,37879,1152825,744662,706783
2021-08-06,37882,1152845,744678,706796
2021-08-09,37886,1152881,744689,706803
2021-08-10,37891,1152901,744702,706811
2021-08-11,37891,1152905,744706,706815
2021-08-12,37893,1152924,744723,706830
2021-08-13,37898,1152938,744730,706832
2021-08-16,37902,1152951,744737,706835
2021-08-17,37907,1153040,744756,706849
2021-08-18,37918,1153074,744779,706861
2021-08-19,37919,1153080,744784,706865
2021-08-20,37919,1153083,744787,706868
2021-08-21,37919,1153087,744791,706872
2021-08-23,37922,1153098,744799,706877
2021-08-24,37932,1153373,744820,706888
2021-08-25,37947,1153851,744841,706894
2021-08-26,37949,1153858,744845,706896
2021-08-27,37951,1153871,744854,706903
2021-08-29,37958,1154163,744861,706903
2021-08-30,37958,1154167,744865,706907
2021-08-31,37962,1154300,744873,706911
2021-09-01,37963,1154325,744897,706934
2021-09-02,37964,1154378,744900,706936
2021-09-03,37967,1154915,744909,706942
2021-09-04,37968,1154924,744910,706942
2021-09-05,37972,1155006,744914,706942
2021-09-06,37976,1155028,744925,706949
2021-09-07,37979,1155093,744933,706954
2021-09-08,37982,1155360,744954,706972
2021-09-09,37985,1155376,744967,706982
2021-09-10,37986,1155403,744983,706997
2021-09-11,37986,1155405,744985,706999
2021-09-12,37988,1155423,744999,707011
2021-09-13,37988,1155429,745005,707017
2021-09-14,37990,1155454,745028,707038
2021-09-15,37991,1155462,745031,707040
2021-09-16,37995,1155720,745062,707067
2021-09-17,37998,1155781,745065,707067
2021-09-20,38014,1155971,745109,707095
2021-09-21,38025,1156024,745130,707105
2021-09-22,38027,1156036,745140,707113
2021-09-23,38030,1156058,745159,707129
2021-09-24,38030,1156059,745160,707130
2021-09-27,38037,1156127,745182,707145
2021-09-28,38043,1156461,745214,707171
2021-09-29,38044,1156485,745237,707193
2021-09-30,38048,1156548,745264,707216
2021-10-01,38050,1156554,745268,707218
2021-10-04,38053,1156922,745284,707231
2021-10-05,38053,1156929,745291,707238
2021-10-06,38058,1157117,745301,707243
2021-10-07,38060,1157123,745305,707245
