Date,N-ary_interactions_reports,All_interactions_after_spoke_expansion,All_interaction_reports,Binary_interaction_reports
2012-09-17,12022,293341,187276,175254
2012-09-18,12029,293414,187335,175306
2012-09-19,12035,293447,187356,175321
2012-09-20,12036,293494,187400,175364
2012-09-21,12043,293546,187439,175396
2012-09-23,12043,293549,187442,175399
2012-09-24,12049,293588,187475,175426
2012-09-25,12050,293604,187490,175440
2012-09-26,12051,293658,187543,175492
2012-09-27,12055,293684,187563,175508
2012-09-28,12055,293692,187571,175516
2012-10-01,12055,293695,187574,175519
2012-10-02,12055,293704,187583,175528
2012-10-03,12056,293729,187606,175550
2012-10-04,12056,293739,187616,175560
2012-10-05,12058,293747,187620,175562
2012-10-07,12060,293756,187623,175563
2012-10-08,12060,293767,187634,175574
2012-10-09,12061,293789,187655,175594
2012-10-10,12061,296992,190858,178797
2012-10-11,12062,297000,190865,178803
2012-10-12,12062,297011,190876,178814
2012-10-15,12064,297044,190904,178840
2012-10-16,12068,297072,190913,178845
2012-10-17,12069,297098,190935,178866
2012-10-18,12069,297099,190936,178867
2012-10-19,12069,297105,190942,178873
2012-10-22,12069,297123,190960,178891
2012-10-23,12079,297203,191030,178951
2012-10-24,12080,297212,191038,178958
2012-10-25,12080,297262,191088,179008
2012-10-26,12080,297278,191104,179024
2012-10-29,12087,297359,191176,179089
2012-10-30,12088,297380,191194,179106
2012-10-31,12093,297408,191214,179121
2012-11-01,12093,297412,191218,179125
2012-11-02,12170,298156,191328,179158
2012-11-05,12170,298162,191334,179164
2012-11-06,12175,298189,191350,179175
2012-11-08,12175,298191,191352,179177
2012-11-09,12175,298192,191353,179178
2012-11-12,12176,298232,191361,179185
2012-11-13,12184,298331,191436,179252
2012-11-14,12184,298342,191447,179263
2012-11-15,12198,298403,191485,179287
2012-11-16,12201,298513,191571,179370
2012-11-19,12218,298626,191603,179385
2012-11-20,12236,298706,191659,179423
2012-11-21,12241,298799,191742,179501
2012-11-22,12250,298846,191775,179525
2012-11-23,12251,298861,191789,179538
2012-11-26,12251,298865,191793,179542
2012-11-27,12257,298925,191847,179590
2012-11-28,12258,298936,191857,179599
2012-11-29,12258,298950,191871,179613
2012-11-30,12364,300624,193327,180963
2012-12-03,12369,300668,193359,180990
2012-12-04,12373,301155,193842,181469
2012-12-05,12378,301189,193868,181490
2012-12-06,12387,301231,193892,181505
2012-12-10,12390,301268,193926,181536
2012-12-11,12390,301445,194103,181713
2012-12-12,12391,301512,194122,181731
2012-12-13,12398,301540,194131,181733
2012-12-14,12400,302388,194977,182577
2012-12-17,12407,302422,194998,182591
2012-12-18,12415,302486,195034,182619
2012-12-19,12425,302528,195058,182633
2012-12-20,12429,302558,195074,182645
2012-12-21,12430,302584,195090,182660
2012-12-24,12454,302679,195119,182665
2012-12-27,12454,302680,195120,182666
2013-01-02,12478,302792,195208,182730
2013-01-04,12478,302795,195211,182733
2013-01-07,12481,302809,195220,182739
2013-01-08,12487,302842,195243,182756
2013-01-09,12487,303123,195524,183037
2013-01-10,12488,303141,195541,183053
2013-01-11,12496,303198,195579,183083
2013-01-14,12497,303213,195584,183087
2013-01-15,12498,303239,195609,183111
2013-01-16,12500,303259,195625,183125
2013-01-17,12500,303264,195630,183130
2013-01-18,12502,303286,195650,183148
2013-01-20,12502,303287,195651,183149
2013-01-21,12502,303295,195659,183157
2013-01-22,12502,303306,195670,183168
2013-01-23,12502,303324,195688,183186
2013-01-24,12505,303364,195713,183208
2013-01-25,12506,303376,195723,183217
2013-01-28,12506,303387,195734,183228
2013-01-29,12506,303402,195749,183243
2013-01-30,12511,303457,195793,183282
2013-01-31,12511,303467,195803,183292
2013-02-01,12514,303506,195810,183296
2013-02-03,12514,303507,195811,183297
2013-02-04,12522,303552,195835,183313
2013-02-05,12524,303573,195854,183330
2013-02-06,12524,303587,195868,183344
2013-02-07,12524,303623,195904,183380
2013-02-08,12529,303656,195932,183403
2013-02-11,12538,303715,195967,183429
2013-02-12,12538,303732,195984,183446
2013-02-13,12543,303792,196039,183496
2013-02-14,12546,303861,196082,183536
2013-02-15,12547,303915,196100,183553
2013-02-17,12547,303916,196101,183554
2013-02-18,12549,303921,196104,183555
2013-02-19,12554,303957,196135,183581
2013-02-20,12559,305140,197298,184739
2013-02-21,12561,305156,197312,184751
2013-02-22,12569,305213,197345,184776
2013-02-25,12582,305522,197402,184820
2013-02-26,12588,305550,197416,184828
2013-02-27,12588,305560,197426,184838
2013-02-28,12596,305597,197455,184859
2013-03-01,12599,305605,197460,184861
2013-03-04,12602,305639,197466,184864
2013-03-05,12604,305675,197500,184896
2013-03-06,12604,305709,197534,184930
2013-03-07,12622,305776,197572,184950
2013-03-08,12624,305786,197579,184955
2013-03-11,12634,306152,197609,184975
2013-03-12,12639,306194,197644,185005
2013-03-13,12645,306226,197670,185025
2013-03-14,12652,306242,197679,185027
2013-03-15,12652,306243,197680,185028
2013-03-18,12653,306253,197688,185035
2013-03-19,12653,306254,197689,185036
2013-03-21,12655,306262,197695,185040
2013-03-22,12655,306280,197713,185058
2013-03-25,12655,306291,197724,185069
2013-03-26,12668,306388,197765,185097
2013-03-27,12675,306978,198344,185669
2013-03-28,12675,306984,198350,185675
2013-04-02,12676,306995,198360,185684
2013-04-03,12700,307494,198472,185772
2013-04-04,12701,307603,198580,185879
2013-04-05,12710,307647,198615,185905
2013-04-08,12712,307653,198619,185907
2013-04-10,12713,307661,198626,185913
2013-04-11,12713,307670,198635,185922
2013-04-12,12713,307671,198636,185923
2013-04-15,12713,307673,198638,185925
2013-04-17,12713,307686,198651,185938
2013-04-19,12716,307693,198654,185938
2013-04-22,12722,307722,198676,185954
2013-04-23,12726,307754,198702,185976
2013-04-24,12796,307982,198860,186064
2013-04-25,12799,308023,198898,186099
2013-04-26,12800,308072,198945,186145
2013-04-29,12810,308159,198966,186156
2013-04-30,12817,308553,199349,186532
2013-05-01,12818,308557,199352,186534
2013-05-02,12825,308599,199387,186562
2013-05-03,12845,308680,199448,186603
2013-05-04,12846,308685,199452,186606
2013-05-06,12846,308694,199461,186615
2013-05-07,12850,308734,199489,186639
2013-05-08,12852,308833,199504,186652
2013-05-09,12864,309184,199750,186886
2013-05-10,12866,309199,199763,186897
2013-05-13,12870,309227,199786,186916
2013-05-14,12873,309277,199798,186925
2013-05-15,12880,309338,199827,186947
2013-05-16,12882,309355,199842,186960
2013-05-17,12899,309445,199911,187012
2013-05-20,12913,309630,199939,187026
2013-05-21,12921,309674,199969,187048
2013-05-22,12924,309688,199980,187056
2013-05-23,12926,309715,200005,187079
2013-05-24,12932,309753,200029,187097
2013-05-28,12934,309781,200055,187121
2013-05-29,12937,309820,200090,187153
2013-05-30,12939,309834,200102,187163
2013-05-31,12941,309848,200113,187172
2013-06-03,12941,317014,207279,194338
2013-06-04,12949,317048,207299,194350
2013-06-05,12959,317107,207341,194382
2013-06-06,12964,317117,207346,194382
2013-06-07,12975,317144,207362,194387
2013-06-08,12980,317173,207383,194403
2013-06-09,12980,317193,207403,194423
2013-06-10,12980,317199,207409,194429
2013-06-11,12988,317234,207431,194443
2013-06-12,12989,317258,207449,194460
2013-06-13,12994,317288,207474,194480
2013-06-14,12999,317322,207503,194504
2013-06-17,13000,317349,207529,194529
2013-06-18,13011,317423,207571,194560
2013-06-19,13011,317424,207572,194561
2013-06-20,13015,317446,207587,194572
2013-06-25,13021,317480,207609,194588
2013-06-26,13035,317541,207647,194612
2013-06-27,13042,317855,207952,194910
2013-06-28,13047,317960,207971,194924
2013-06-29,13047,317969,207980,194933
2013-07-01,13053,318048,208023,194970
2013-07-02,13068,318230,208050,194982
2013-07-03,13070,318238,208056,194986
2013-07-04,13070,318264,208082,195012
2013-07-05,13081,318325,208112,195031
2013-07-08,13082,318341,208126,195044
2013-07-09,13082,318351,208136,195054
2013-07-10,13082,318550,208335,195253
2013-07-11,13082,318606,208391,195309
2013-07-12,13082,318613,208398,195316
2013-07-15,13084,318639,208411,195327
2013-07-16,13085,318656,208427,195342
2013-07-17,13085,318687,208458,195373
2013-07-18,13085,318700,208471,195386
2013-07-19,13091,318793,208542,195451
2013-07-22,13091,318813,208562,195471
2013-07-23,13100,318863,208597,195497
2013-07-24,13150,319096,208694,195544
2013-07-25,13152,319105,208700,195548
2013-07-26,13155,319128,208720,195565
2013-07-29,13161,319235,208751,195590
2013-07-30,13161,319249,208765,195604
2013-07-31,13207,319821,208873,195666
2013-08-02,13207,319834,208886,195679
2013-08-04,13209,319850,208899,195690
2013-08-05,13221,320350,208990,195769
2013-08-06,13227,320441,209069,195842
2013-08-07,13232,320462,209084,195852
2013-08-08,13235,320499,209091,195856
2013-08-09,13235,320525,209117,195882
2013-08-12,13249,320597,209173,195924
2013-08-13,13249,320612,209188,195939
2013-08-14,13250,320753,209328,196078
2013-08-15,13256,320830,209397,196141
2013-08-16,13256,320840,209407,196151
2013-08-18,13256,320845,209412,196156
2013-08-19,13262,320874,209435,196173
2013-08-20,13269,320938,209458,196189
2013-08-21,13563,340584,228202,214639
2013-08-22,15261,395607,273651,258390
2013-08-23,15265,395634,273674,258409
2013-08-26,15266,395639,273678,258412
2013-08-27,15274,395680,273702,258428
2013-08-28,15274,395708,273730,258456
2013-08-29,15278,395747,273763,258485
2013-08-30,15285,395775,273781,258496
2013-08-31,15285,395777,273783,258498
2013-09-02,15295,395865,273855,258560
2013-09-03,15304,395905,273884,258580
2013-09-04,15307,395917,273891,258584
2013-09-05,15307,395931,273905,258598
2013-09-06,15307,395943,273917,258610
2013-09-07,15307,395947,273921,258614
2013-09-09,15314,396006,273957,258643
2013-09-10,15319,396109,274048,258729
2013-09-11,15323,396238,274094,258771
2013-09-12,15335,396434,274134,258799
2013-09-13,15335,396479,274179,258844
2013-09-16,15348,396601,274236,258888
2013-09-17,15352,396668,274286,258934
2013-09-18,15357,396784,274383,259026
2013-09-19,15358,396816,274414,259056
2013-09-20,15361,396885,274480,259119
2013-09-23,15368,396969,274555,259187
2013-09-24,15387,397403,274612,259225
2013-09-25,15391,397441,274639,259248
2013-09-26,15395,397473,274667,259272
2013-09-27,15402,397526,274705,259303
2013-09-30,15405,397548,274723,259318
2013-10-01,15406,397561,274735,259329
2013-10-02,15428,397774,274797,259369
2013-10-03,15434,397824,274822,259388
2013-10-04,15438,397874,274862,259424
2013-10-05,15439,397883,274870,259431
2013-10-06,15439,397885,274872,259433
2013-10-07,15454,398038,274909,259455
2013-10-08,15456,398820,274926,259470
2013-10-09,15467,398875,274965,259498
2013-10-10,15472,398899,274984,259512
2013-10-11,15488,398991,275015,259527
2013-10-14,15497,399034,275049,259552
2013-10-15,15506,399076,275082,259576
2013-10-16,15577,400110,275155,259578
2013-10-17,15581,400184,275181,259600
2013-10-18,15581,400224,275221,259640
2013-10-20,15582,400229,275225,259643
2013-10-21,15585,400286,275278,259693
2013-10-22,15611,400426,275347,259736
2013-10-23,15613,400465,275383,259770
2013-10-24,15625,400673,275440,259815
2013-10-25,15626,400906,275672,260046
2013-10-28,15691,402347,275775,260084
2013-10-29,15703,402401,275810,260107
2013-10-30,15707,402446,275850,260143
2013-10-31,15711,402494,275887,260176
2013-11-01,15714,402562,275952,260238
2013-11-03,15714,402568,275958,260244
2013-11-04,15718,402608,275994,260276
2013-11-05,15737,402772,276036,260299
2013-11-06,15748,402840,276090,260342
2013-11-07,15751,402857,276102,260351
2013-11-08,15762,402952,276172,260410
2013-11-11,15765,402988,276205,260440
2013-11-12,15769,403019,276231,260462
2013-11-13,15769,403035,276247,260478
2013-11-14,15770,403055,276266,260496
2013-11-15,15773,403088,276296,260523
2013-11-18,15792,403266,276347,260555
2013-11-19,15805,403345,276383,260578
2013-11-20,15808,403370,276404,260596
2013-11-21,15822,403433,276443,260621
2013-11-22,15828,403481,276484,260656
2013-11-24,15828,403487,276490,260662
2013-11-25,15831,403531,276529,260698
2013-11-26,15864,403710,276593,260729
2013-11-27,15875,404407,277246,261371
2013-11-28,15883,404527,277330,261447
2013-11-29,15884,404557,277357,261473
2013-12-02,15891,404606,277398,261507
2013-12-03,15899,404648,277431,261532
2013-12-04,15906,404690,277466,261560
2013-12-05,15907,404716,277490,261583
2013-12-06,15908,404805,277505,261597
2013-12-09,15913,404872,277544,261631
2013-12-10,15921,405002,277588,261667
2013-12-11,15926,405056,277619,261693
2013-12-12,15930,405102,277648,261718
2013-12-16,15933,405156,277678,261745
2013-12-17,15936,405458,277977,262041
2013-12-18,15948,406260,278607,262659
2013-12-19,15960,406324,278649,262689
2013-12-20,15969,406380,278696,262727
2013-12-23,15969,406381,278697,262728
2013-12-24,15969,406388,278704,262735
2014-01-02,15969,406395,278711,262742
2014-01-06,15969,406397,278713,262744
2014-01-07,15988,406576,278849,262861
2014-01-08,16025,406683,278903,262878
2014-01-09,16031,406964,279175,263144
2014-01-10,16038,407002,279206,263168
2014-01-11,16038,407010,279214,263176
2014-01-12,16041,407101,279302,263261
2014-01-13,16043,407146,279345,263302
2014-01-14,16046,407187,279383,263337
2014-01-15,16059,407261,279408,263349
2014-01-16,16073,407347,279468,263395
2014-01-17,16077,407379,279494,263417
2014-01-20,16077,407636,279751,263674
2014-01-21,16081,407683,279793,263712
2014-01-22,16088,407715,279818,263730
2014-01-23,16101,407782,279853,263752
2014-01-24,16105,407808,279875,263770
2014-01-25,16105,407809,279876,263771
2014-01-26,16105,407818,279885,263780
2014-01-27,16108,407867,279923,263815
2014-01-28,16122,407990,280030,263908
2014-01-29,16131,408046,280065,263934
2014-01-30,16134,408096,280107,263973
2014-01-31,16154,408183,280160,264006
2014-02-03,16156,408226,280201,264045
2014-02-04,16159,408287,280257,264098
2014-02-05,16166,408332,280289,264123
2014-02-06,16180,408436,280367,264187
2014-02-07,16181,408445,280375,264194
2014-02-08,16182,408451,280380,264198
2014-02-10,16197,409050,280479,264282
2014-02-11,16199,411630,283053,266854
2014-02-12,16227,411810,283124,266897
2014-02-13,16229,411822,283129,266900
2014-02-14,16231,411831,283134,266903
2014-02-17,16251,411913,283193,266942
2014-02-18,16256,411944,283218,266962
2014-02-19,16258,411975,283246,266988
2014-02-20,16260,411998,283265,267005
2014-02-21,16270,412073,283304,267034
2014-02-24,16272,412113,283341,267069
2014-02-25,16273,412178,283405,267132
2014-02-26,16299,412287,283464,267165
2014-02-27,16307,412325,283489,267182
2014-02-28,16311,412357,283517,267206
2014-03-02,16312,412366,283525,267213
2014-03-03,16317,412437,283549,267232
2014-03-04,16318,412447,283558,267240
2014-03-05,16326,412489,283590,267264
2014-03-06,16330,412517,283614,267284
2014-03-07,16334,412537,283630,267296
2014-03-10,16335,412582,283674,267339
2014-03-11,16335,412611,283703,267368
2014-03-12,16341,412650,283736,267395
2014-03-14,16341,412651,283737,267396
2014-03-17,16342,412665,283750,267408
2014-03-18,16345,412699,283781,267436
2014-03-19,16345,412708,283790,267445
2014-03-20,16355,412745,283814,267459
2014-03-22,16356,412760,283825,267469
2014-03-24,16361,412792,283850,267489
2014-03-25,16362,412807,283864,267502
2014-03-26,16365,412944,283998,267633
2014-03-27,16372,414472,285519,269147
2014-03-28,16373,414487,285533,269160
2014-03-31,16395,414705,285579,269184
2014-04-01,16399,414741,285604,269205
2014-04-02,16401,414807,285661,269260
2014-04-03,16408,414879,285713,269305
2014-04-04,16572,415300,285946,269374
2014-04-05,16582,415364,285972,269390
2014-04-06,16582,415371,285979,269397
2014-04-08,16583,415395,286002,269419
2014-04-09,16583,415407,286014,269431
2014-04-10,16584,417001,287607,271023
